final_pnl,assignments,premium_collected
8304.702552746348,0,112445.52863039022
57837.467168981566,0,161946.1412776674
2248098.380536141,0,2352239.1793936123
39110.94939918574,0,143251.23211909537
280378.22643194546,0,384519.0522729908
-65345.69072174118,0,38795.132614907874
-43885.16512138517,0,60254.865039467535
-91346.8464554133,0,12793.965584189767
509595.60819993133,0,612082.6690818816
152069.6928415528,0,256210.28772127014
-54855.36628220059,0,49285.45386492716
-79538.56399392404,0,24572.01046859875
-85169.21108155762,0,18971.606978891923
-74538.83490544643,0,29598.899357765316
-8108.025340335742,0,96031.82710328903
-73374.87621987105,0,30756.450167875446
-59216.694160536834,0,44886.83696882505
21873.162897967202,0,126013.98907522642
116131.10227701772,0,220256.26852291485
90575.63213846562,0,194716.43139469106
-80439.74104112787,0,23700.519753551667
5417.768893393259,0,109558.55240144482
1147740.2574626766,0,1251871.9541327192
-91692.75626028635,0,12447.334977369534
-50593.78956999548,0,53547.03141804508
-65011.240504211,0,39129.370609181686
221130.9337262015,0,325271.7596841002
-80493.4756965244,0,23647.345238178998
1915865.274461203,0,2020005.3295177375
-96627.32290121786,0,7512.919889767236
-45150.49628245709,0,58990.28669526834
102273.99151625807,0,206397.2409546829
11926.448482492968,0,116067.07359120388
-56570.84935803747,0,47569.977386197046
-32196.3717964934,0,71943.81058427418
-79517.82780013932,0,24622.95799242613
-79213.1443721602,0,24927.68237104951
-90655.37016390765,0,13485.456173184744
16313.120359932604,0,120453.93223817073
-36176.74770247619,0,67964.07813945625
-76338.5071716019,0,27802.319572802273
-78452.8573242586,0,25687.96926943859
-26684.21300197015,0,77456.61086960998
101296.00158766212,0,205435.11716854168
354114.3627066116,0,458255.15620067663
-83321.39823114831,0,20819.41421105052
-83317.52814843229,0,20823.29792459433
-72131.52262760662,0,32009.067296358222
113090.43498014435,0,217230.28794920663
-58857.66017151764,0,45283.16143530604
-45881.45204357272,0,58256.08783841964
-45565.80109341408,0,58575.025155234915
-23677.111177450275,0,80463.6923794652
-79408.00996373154,0,24732.806300423756
-71361.76184410718,0,32779.064024932864
-30193.110286520554,0,73947.71604110896
-74793.11978288039,0,29347.706964236582
-64137.852850354786,0,40002.951553208935
187726.88618200223,0,291867.6989889164
-49655.59602902897,0,54485.22971052426
-26485.139067394095,0,77654.90419425278
-47333.25373207639,0,56807.572289281765
-46592.596764484195,0,57548.22581622239
117522.6587204522,0,221657.4970762244
-23803.231034718425,0,80337.59569631847
24148.681569669665,0,128289.50647160056
-60905.01372765328,0,43235.79096424565
150502.3123232725,0,254643.13729618106
667624.203367717,0,771765.0298516211
-88341.31992120558,0,15798.571206496441
-9554.24128295303,0,94586.52305005267
31929.242729506186,0,136069.36793411124
-34430.02646336945,0,69710.79987597257
-85406.68587214986,0,18734.140874746507
-84215.03452658949,0,19925.746649296092
-77269.13449506208,0,26871.691933838843
3662173.8673569853,0,3127855.6726186555
169450.62969486305,0,273574.9907026152
-87238.37044358446,0,16899.735023821828
-91138.79376441732,0,12965.17288263639
69526.03971336834,0,173666.86131171114
-66602.02449634642,0,37538.790929830306
230492.38103572998,0,334493.81331461226
-63260.55056816344,0,40880.26342356411
-46255.97642691031,0,57884.797259196035
-58796.32107087647,0,45344.504883862355
-59917.059386071494,0,44223.16695326495
-54884.758770040964,0,49234.44649082995
33734.28453490273,0,137875.1112808186
-78479.58447512047,0,25661.24057115621
67289.63845614222,0,171430.2592648357
-26944.26875094348,0,77095.35201792454
-89884.48149073904,0,14256.138119957966
-53409.035525572595,0,50731.79108282486
110146.42920802959,0,214287.06017894106
-69873.40886595327,0,34267.38495818772
-92202.79779071618,0,11938.023142512018
-13521.438860569106,0,90619.38196706229
41871.360404354935,0,146012.1780159855
616.9743579541246,0,104757.76430686457
-46111.64478644254,0,58029.03300984513
-70954.91151564039,0,33185.914907868835
-63296.04541483603,0,40844.78114786746
-99407.49328945385,0,4733.333199948375
32075.309118083293,0,136216.135372724
-90676.32196882638,0,13464.20727887889
-1915.4891574881985,0,102225.16463808341
125602.56478168708,0,229742.74368268083
-28922.872758790014,0,75217.94686220564
129464.67671934734,0,233605.47557634852
-68804.3953829375,0,35336.34687692675
-53240.28140396179,0,50900.452498125705
48978.695638450205,0,153119.5138399759
210685.58350064282,0,314826.4032278738
-33003.3294620084,0,71137.49715880408
-78307.03051713956,0,25833.795267014786
35277.312051933106,0,139416.08035211384
-54899.81625335397,0,49235.12908711463
-74617.67807967657,0,29523.117492167246
-48188.95542058058,0,55951.85730575127
33637.939724293254,0,137778.76619853865
3507056.099998163,0,3610248.8854395337
-33824.5989264567,0,70283.70535453588
-68222.7561409313,0,35918.07060449089
-57324.76283357067,0,46816.063911385754
344086.34267615,0,447806.690512796
-92979.23361084561,0,11145.005292979104
338022.767159293,0,442162.9749810781
-45707.34656750509,0,58433.33649155064
-62749.73415779991,0,41389.90732547164
759991.5605795801,0,864129.1076903226
6626.178678282602,0,110766.73784061061
-59854.37317745147,0,44286.45356553711
699577.561199486,0,803718.3528017541
-38834.09235503703,0,65306.55641274915
-91597.16983890686,0,12543.656907468541
66608.48774764076,0,170570.25677186952
162398.8830939479,0,266539.7049287503
140289.95202144483,0,244430.48587502525
-39999.00430029699,0,64141.815879537025
-95282.18299343236,0,8858.593946906194
95860.51498988157,0,200001.28594527105
-84141.57329917411,0,19999.242536683738
-820.9567685804577,0,103319.8665231745
484216.09462073364,0,588356.2617547984
-67803.25765560471,0,36337.55250090234
-15006.861401208516,0,89132.99582306798
-13270.607354402637,0,90870.21892978316
15799.079993361906,0,119806.4247110925
420479.81302689266,0,524620.606889711
18663.430097000084,0,122804.19657334239
-50209.60631565798,0,53931.22019052226
186076.72425998966,0,290208.181006374
70583.22991720997,0,171944.41796377764
89872.63431434208,0,193998.84390820682
-85800.79187778578,0,18340.03257790243
-7267.999104539922,0,96872.82690677811
-5048.121492723774,0,99092.7004755242
16660.115698225905,0,119924.33689747361
-36169.66336946534,0,67971.16250892272
-38571.99061468778,0,65568.83443172403
76531.40391526313,0,180672.12178421483
80188.45281269855,0,182500.44693088005
353606.66574103554,0,457741.88481906994
-76902.46472406728,0,27238.317874607445
121.6386975962887,0,103904.35362269204
33520.895444892165,0,137658.21254002108
-87607.29563198159,0,16533.531104556198
244119.58262445612,0,348118.3570133
462940.0119557327,0,558087.9861375869
-88166.69613689173,0,15974.130019616226
-71770.12361112967,0,32370.702731616595
-8611.55218047776,0,95529.2557338735
56256.386444177864,0,160397.21299150639
-87008.60014461284,0,17132.163345425863
914639.5144135084,0,1018055.7942734538
29265.88089089971,0,133405.95667660743
-68369.17657780339,0,35769.38432432513
-21631.528628106284,0,82509.29735848852
-53102.21365093862,0,51038.58852896641
-91315.42611566144,0,12825.324685835636
-34579.084305962635,0,69561.74230806949
-69073.38468314028,0,35067.39275595378
-84927.59188595653,0,19213.23484437102
27428308.602592755,0,27139035.3082917
61255.56257464714,0,165396.37872695006
-76511.7762801748,0,27629.05046474227
42254.3807014862,0,146298.9980837159
-87980.60669767918,0,16159.979701872837
-86068.49928601408,0,18072.211729679973
614142.1399714913,0,718268.8550879804
-63528.527322501046,0,40612.29942286225
-81907.51322468632,0,22233.313100909494
-62378.88579917364,0,41761.88576072084
-49464.174242240224,0,54676.652075215425
-84736.34617090985,0,19404.103347579745
-75749.65357292193,0,28391.173170492366
-42174.78977424122,0,61966.03680492292
-20668.308260082555,0,83396.71065055266
-33314.550699802305,0,70826.27598581417
-74433.16656690036,0,29707.659877340044
-59982.993721544735,0,44128.8373077121
282125.1823754368,0,386265.56457513146
-61043.49998301343,0,43097.32671552949
-33778.774003095605,0,70362.05245234534
-70826.78363753438,0,33314.040305897004
-72483.7787934054,0,31657.03091670858
-69831.19079030871,0,34309.61863203842
-35583.045753058264,0,68557.7808806667
-71456.40103829563,0,32684.422682231005
95988.44106415124,0,195312.2488103583
-95722.07567917765,0,8418.619088267029
-90792.53591953593,0,13348.290826766808
332690.4304875845,0,436831.25722393335
-59643.32952150376,0,44497.2713537405
-93719.80217115735,0,10421.024575255871
-61165.810464371156,0,42810.68458013297
16832610.936437562,0,16936751.563630283
-83516.58827349602,0,20624.238064717494
-11955.6891491571,0,92185.11498077367
23562.26076130123,0,127703.08502235763
-70043.96113457918,0,34096.86558346931
-73605.26927016594,0,30535.55641712314
-85010.47431596025,0,19130.350181686586
-1193.565209071101,0,102947.26147116063
-69347.56507636768,0,34744.129957450365
1249842.6206341463,0,1353983.287260396
24475.807585904833,0,128616.3858567292
-78736.12828937797,0,25404.671009827245
611624.6350732401,0,715764.6313617553
-72275.25897322634,0,31865.55951941233
-18417.839832648286,0,85722.98588334981
2301278.1375513077,0,2405416.1215099613
-42177.72713118557,0,61963.098898849166
-28739.65994173671,0,75397.9268272049
-85630.98275759409,0,18509.843986926124
-28701.875036395744,0,75438.91586857087
-79806.53887132724,0,24334.287668339613
-8282.308607427847,0,95858.0122487137
-26864.55760371182,0,77276.26886911088
-68184.24151033058,0,35956.58520296088
126362.65835947148,0,230503.42889444248
-78443.18018198835,0,25697.600799377444
616962.0414406253,0,721102.7951896423
-62131.57181625361,0,42009.252349941744
1834280.3062240249,0,1921362.599658508
1006822.9154314023,0,938497.8182060071
73192.04043625682,0,177332.72987511024
-81251.05246013383,0,22889.74035357984
23830.286420584387,0,127971.0915597832
79883446.6082267,0,79963440.46219341
140469.5271755443,0,244610.35353867646
-68996.2940294638,0,35144.50057478817
673746.4381936659,0,777886.4594326012
-94643.3582103157,0,9497.344420246642
-54588.3950648593,0,49552.429496600365
-58887.3751155991,0,45253.43603235933
-84563.93719870244,0,19576.889517274056
-66798.86373134774,0,37341.31527274098
83075.64661897166,0,187216.06273936608
-74224.61278003562,0,29916.213965088937
-73115.44888484266,0,31025.377850947138
-62723.56752935044,0,41417.18054338417
-75406.98565026613,0,28733.816791455898
813.8767106759042,0,104954.7027412116
1179528.0451077418,0,1283668.8618190028
-45179.726610612306,0,58908.496877822094
-32630.89960037554,0,71508.47803611848
15557.185458980231,0,119697.99822506132
8737.354153248678,0,112878.11833677808
-64452.58267282192,0,39688.244072979716
-82227.36146462068,0,21913.42125342243
-49359.746282857646,0,54781.079822786916
-37523.30756042164,0,66617.4718325357
-43663.43187988433,0,60477.394722334284
-39975.131852746264,0,64165.69473335527
34225.24781135856,0,138366.07297056087
158003.4759549973,0,262144.30213932897
267396.54400359903,0,371537.36679052294
-91043.80136691722,0,13097.02530550876
-42759.37831163995,0,61260.64714339936
-38924.70456448757,0,65215.901983299795
-48296.21025026939,0,55844.61623531196
-22606.622243996837,0,81534.20218850365
26952.72666633399,0,131093.51243579361
-77185.57612737235,0,26955.25007467075
24170.97295731774,0,128311.7996442864
479276.3922798141,0,582383.1591383872
-97446.45584751293,0,6694.370899340779
313660.90099563525,0,417683.8681424614
461737.10137153324,0,565786.4436826537
-88379.73676326283,0,15745.25989238329
183557.1159081757,0,287696.9577979543
-52759.323260408026,0,51370.08526680061
186991.75546470258,0,291131.7558405867
836831.2061854576,0,940972.0294605588
-40541.11745735413,0,63599.69133888721
-60526.1164574165,0,43609.86039625016
-39791.08323595399,0,64349.74201454873
-78521.29979049556,0,25618.738153554055
-75992.56501902943,0,28148.260037589203
-44063.09150705862,0,60077.02263528349
-50727.54438393754,0,53409.807901555774
-62304.337681552825,0,41836.48906000585
-28180.96078096787,0,75959.86517816158
-64604.93359469128,0,39535.892871455166
97038.47197809789,0,201178.17278733503
-19895.47367565979,0,84245.35271751496
-91990.74037605262,0,12150.086345041627
-92813.78135477177,0,11327.04522652152
-67942.03346877712,0,36198.73714793279
-89700.28687619767,0,14440.539729708762
-55684.70151122331,0,48456.123025863795
-81397.81979051307,0,22743.0069462474
-77871.81322964025,0,26269.01270259405
326323.18422126473,0,430464.00701179524
-66462.4044564505,0,37678.37776250892
-21424.07409488255,0,82716.72860630276
36489.07473643618,0,140623.9569806537
531060.779480402,0,635182.4672463931
3742489.1299774703,0,3846617.3007897995
-48884.953707005574,0,55255.87275844086
1464495.432051201,0,1568636.2548885336
11843.408812421752,0,115984.22553494146
1916818.6889078487,0,2020959.1232490242
10008.940089012372,0,114149.73278278523
-96351.4746582493,0,7789.351355048435
-89065.89987762593,0,15073.889730097744
-88636.79318992744,0,15504.032326733766
133469.9364951023,0,237610.71784069674
32190.833326201966,0,136331.6505166129
-33343.305126670704,0,70797.51583629199
713484.8133529591,0,817625.5899947148
100207.68932689191,0,204339.84551561478
464516.531760921,0,568657.3570846764
51883.1782518522,0,156023.992090317
-38492.12840432219,0,65648.6971487488
201932.84412393026,0,306072.3541027266
-23476.096915975257,0,80664.72937899859
-90102.42395928768,0,14038.40276785625
-87419.14693994721,0,16721.679801242277
-59134.92989008346,0,45005.567808919
176306.95380880297,0,280281.33693441976
-75836.05382756684,0,28304.772853599774
-74610.03341153536,0,29526.43993924806
-78383.3546990048,0,25757.4718119477
12992.104899431426,0,117131.73352312681
329900.1016646155,0,434022.173325075
35716.63254508931,0,139857.4531478987
-81356.90021029029,0,22783.926533926708
-97570.32930074749,0,6570.434833554656
216644.5092730001,0,320784.5608212518
-78713.30502071886,0,25427.413149293425
-33402.97210143633,0,70737.80206101121
-50310.838934769636,0,53829.52551455728
167098.7451093552,0,271239.5718387992
-93429.53005471535,0,10711.289448054149
-87369.4424108082,0,16771.382835344753
-77526.62515238892,0,26614.200975622
65548.86926507714,0,169667.3348281147
107155.05785990812,0,211234.60677110738
-41096.26088774673,0,63044.48552846714
-56130.93897126888,0,48009.88767284834
-46810.391729892326,0,57330.31317782452
-74442.00453657181,0,29698.82220931617
-81690.40354260994,0,22450.423077409545
-62382.22463261801,0,41758.592509178125
2254.50535944078,0,105277.49146026981
-73082.29189376828,0,31058.53482613792
-59608.86341515297,0,44531.89621515453
2292232.722862304,0,2396224.759352534
496000.1561367769,0,600122.1231499647
316248.248363262,0,420388.66593555344
76370.33312259248,0,180435.9000692257
-83248.86881963219,0,20891.95791510384
-27216.38139103075,0,76924.4413278716
4540739.803951439,0,4644879.7884633215
205.33168978401955,0,104346.10693627685
-77315.65277893601,0,26825.17268942192
-12938.18263160182,0,91202.60617279231
-25211.548456384375,0,78929.2782903965
43180.26145273104,0,147319.17162178468
-38047.88067772304,0,66092.81904614161
1104197.325568741,0,1208338.1115300248
442228.0441689814,0,546363.1951109318
-62656.720326527466,0,41482.99826175344
-26951.035945525244,0,77189.02901948358
-80794.22219990396,0,23346.341531473532
-97932.68315134417,0,6207.673714202387
278849.8482793082,0,382986.009368459
-40134.933045537124,0,64005.85749446581
2508399.476256621,0,2612540.2847368163
-95349.51000768282,0,8791.312388847165
-49460.85977043215,0,54679.95698637387
-57752.18076549527,0,46388.645938394846
1419952.1202629516,0,1524092.891731113
-68262.07483906517,0,35878.73012940366
394363.88322463894,0,498502.8936532455
126531.69539081908,0,230670.71370835888
-90728.22379990913,0,13412.599462845861
156447.21313298296,0,259927.48002370915
-86861.76058102513,0,17279.062918651976
-62929.22157928482,0,41211.600621894
-83912.86431658272,0,20227.962268868214
-90821.47500944123,0,13319.343482611277
-49079.23345769604,0,55061.58503907162
-82294.2670318676,0,21846.51924935771
-65917.91935993465,0,38222.906774376715
-87266.76594560602,0,16873.7789448526
51675.82787174146,0,155816.63935774914
459392.5168225165,0,563532.9050856885
-51297.87840827202,0,52842.94494844135
-75234.64798094821,0,28906.17733954117
-34108.984605338046,0,70031.83958028778
27255.676234137856,0,131396.06494351212
22699.71573014334,0,126840.54224095047
-61323.26063333533,0,42817.56610557411
200059.6332982837,0,304199.5520541081
57125.12216138439,0,161234.29568246272
-33679.30504184484,0,70461.51661386897
-86107.40309167937,0,18033.423537421237
72681.00447119371,0,176821.03508283893
-78047.59316658677,0,26093.173282053383
1205950.851577135,0,1310004.3946326042
475280.253587959,0,579421.0781658285
-56411.83032788425,0,47728.99513298094
37666.376950541606,0,137453.3733416958
127951.06664369651,0,232086.34340270303
-60772.36627619013,0,43368.45985051075
38199.21181835904,0,142339.2467229951
-91785.43931411384,0,12355.373936601465
-53247.85381677002,0,50892.97290846169
-56727.13189150747,0,47413.69460852817
-44541.44417093653,0,59533.78139545965
-31951.96737710738,0,72122.89330812299
-76447.67755378017,0,27693.149167113614
1991566.8907074085,0,2095702.3038774596
-79018.89585107879,0,25121.92542318929
-91993.79431206555,0,12147.032415985741
-87913.61411308107,0,16227.070166843003
30856.235796462868,0,134951.62089777587
2066.343659072605,0,106029.17766121642
49357.86144256195,0,153498.68809540672
-99388.7890984341,0,4752.035986928822
-87198.99803586595,0,16941.828036930907
44797.15688126468,0,148910.39429279382
-33300.569421778026,0,70840.25577266807
58428.28387117784,0,162569.09670192312
182103.68166465365,0,286243.7887594587
-95008.4031686043,0,9132.423578453096
-84416.19038814807,0,19724.636288062087
-92741.50838723648,0,11399.318355760848
197617.95070192617,0,301758.7383718641
-539.9998303083194,0,103600.8258303302
-86145.22339198645,0,17995.603352338072
119593.95219282585,0,223734.54508894164
-88942.06639350051,0,15198.563056211364
-63940.54758179339,0,40199.56341066753
79648.38031239819,0,183789.10862257256
-61793.28506890753,0,42347.52963284518
-89681.91748127455,0,14458.90860406153
-48778.502501204995,0,55362.32421631421
81233.67562570717,0,185336.77097520043
737901.2049906888,0,842041.3142361538
-60924.543026098945,0,43216.2837209482
-34558.13049317859,0,69582.69350383905
-75585.42616455279,0,28555.40057142698
206183.9955089363,0,310311.86456232786
-86280.25377831994,0,17860.355431893226
-47646.871439972536,0,56491.80260704086
-92921.7826052781,0,11219.04408439271
37798.528734066866,0,141936.95336761902
-76109.38273425752,0,28029.817300037637
357.7284346423403,0,104498.55130399225
270684.6166522303,0,374807.553439908
-62009.04882479644,0,42131.77737647683
-11507.039372180589,0,92633.54903532505
-92924.6136264496,0,11216.21278942039
-57525.233386533895,0,46615.59336053385
-5491.9998250557765,0,98648.76791624095
180321.523894706,0,284449.4262233328
-95002.81411932562,0,9137.98484952537
-7531.513160058777,0,96609.31092549981
302517.8298331532,0,405736.4157954305
-54623.98154938524,0,49516.17720559913
-83642.28647498936,0,20498.502410246158
4834.5984943810545,0,108975.41484185863
-82775.27749373531,0,21365.54919730396
280247.7679944086,0,384382.1580807369
-75817.29116206465,0,28306.097521173833
116357.88692224951,0,220498.71262429273
14667.721887586835,0,118808.45086878166
-87546.20334684668,0,16594.623300453295
205058.50897801132,0,309197.0290953864
-59638.618999904334,0,44502.04535765115
26444314.00652842,0,26544442.601274744
-56401.772817110366,0,47739.053584253386
-88813.18214366697,0,15327.644586809087
-38833.65397499025,0,65306.56116225409
-32092.633510084535,0,72048.19147715022
-86126.69101489178,0,18013.863937724316
-91269.65610434643,0,12853.263810565632
12161.456794657839,0,116302.14243542739
40078.595553839805,0,144205.34184027524
-42968.214311181924,0,60467.4665303289
-88671.78596183064,0,15469.04032308186
21941.06687799513,0,126081.7163954996
16067.996853523473,0,120208.54796416056
-76813.5977273791,0,27327.216141882822
-80734.8415625105,0,23390.090492678988
-48029.39429023171,0,56111.428903639404
-97752.17754177621,0,6388.648917023415
-86948.69580911908,0,17191.70009701243
-96685.29907031191,0,7455.422506969935
113332.12277440194,0,217472.92851753964
116223.73473518377,0,220364.5539593723
-75766.62161077271,0,28374.20513412888
-78907.42764776238,0,25233.399067373302
-74807.1860781344,0,29333.63187596882
24769.550432328186,0,128892.58009419234
91347.76344257468,0,195475.97563326947
-30950.325339852832,0,73153.82057370475
-70554.24355103812,0,33586.58310973401
730284.2932847092,0,834425.1166782349
21550.431672944098,0,125691.10495653201
57251.06197277156,0,161389.9070642725
-85695.410042009,0,18445.369368835876
13464.066959535034,0,117574.03894610393
-74259.82286757887,0,29880.96968186004
21214.722863460258,0,125355.54960095744
-91738.79139726245,0,12402.03534973477
5635.095531428393,0,109775.92223226767
-79985.59843150852,0,24155.228315614295
70817.79861931954,0,174958.6252650806
-89986.98683662494,0,14153.10145245086
-38697.52429661227,0,65443.27530270357
18715.129304744223,0,122855.94760606528
-40531.47673382415,0,63609.349080552005
367772.460615583,0,471908.6709461235
-85593.65101524748,0,18547.155699035746
98293.3989548191,0,202434.17100299697
12149.07206240984,0,116289.89856914358
657264.6576727985,0,761405.2709556144
-72224.92070444365,0,31915.904586566543
-76936.51490116736,0,27204.299957584688
63208.45267880332,0,167344.0456668044
-79603.18045360173,0,24537.64595364867
2113.014476970202,0,106253.841223999
-93486.43317767017,0,10654.39348360104
223509.47271854224,0,327616.8421751578
-79660.99710136623,0,24477.698840418892
1838773.897737742,0,1942914.7243765465
-28792.911348955382,0,75347.89019272507
-82868.13831811846,0,21272.688419018166
548314.6166951626,0,652455.2477680086
150162.10327062325,0,253232.66913599585
2345159.525979432,0,2449300.3312990624
58142.44676745461,0,162283.2708948347
-89862.62793599887,0,14278.198486534106
-50954.04343830297,0,53185.70914364877
-63562.694010759275,0,40578.12429881945
185518.6655344584,0,288748.5197197705
10017.899249960392,0,114158.70784645117
-65481.555354732765,0,38659.26734676732
-34934.1797019424,0,69206.64704392155
-47435.20985256054,0,56705.584202930426
-56254.983267226795,0,47885.840741809494
-72192.8207205664,0,31947.915372488733
15386.629757169918,0,119527.4496275595
-2530.361518144113,0,101608.67113166093
-91023.4163229099,0,13117.40675358926
-75489.33655249723,0,28651.490062066943
-75277.09843740096,0,28863.727616487766
-38736.3718814565,0,65402.23184476383
27509.461199348887,0,131650.28711341546
-1229.5659319589759,0,102617.63385232836
142915.34534266728,0,246077.91380116413
5615.317541661658,0,109756.14386407798
-69457.98115777198,0,34682.84495147849
2444277.1750353575,0,2546875.089733783
1222834.0805389762,0,1326770.6769773413
-69802.62703777933,0,34338.199494985056
225900.0649064474,0,330016.0057835434
-50978.987519898066,0,53161.83892766075
-88278.07611093635,0,15862.75058155098
64552.897654226974,0,168692.53064568486
-88113.77738592494,0,16027.045165046688
233953.25268804326,0,338090.7012682279
1704975.9884973925,0,1809115.8136019716
-4623.30864471972,0,99517.51782289297
41841.44297537892,0,145982.2696202975
-69428.5258896376,0,34712.2454323287
220701.61703056606,0,324842.4403942187
226920.9596121155,0,331055.68238322774
193101.58174663453,0,297242.40710656723
14117.505884710095,0,118255.25130109815
-37390.080765836494,0,66749.986003082
-18070.82300264269,0,86069.68182239847
1864611.5571967924,0,1968592.3448431285
525471.8794723068,0,629056.482467968
-10794.54737930515,0,93319.27826053066
-75416.92261267232,0,28723.903977431175
-82085.23171996261,0,22055.589570691554
-73669.51742736017,0,30471.30922176691
-35962.23574950599,0,68174.75842675459
82355.85331021537,0,186496.51282260098
-2183.219907807528,0,101953.62672720807
5333725.4013442695,0,5436804.183309539
-95607.78326400521,0,8533.043481323291
130360.30267279962,0,234469.84759848882
-52324.445102435195,0,51816.38092606121
-78423.87432781831,0,25716.95237262823
122549.68675317097,0,226690.41398833963
1017599.71742156,0,1121598.5883344
-85576.99207312406,0,18563.79914467143
-79822.18675210216,0,24312.70194107924
56762.72747045261,0,160903.22569057936
-73922.65263846473,0,30178.59340387995
-17524.39831351365,0,86614.89045148916
-90894.47596702642,0,13246.344760110791
95210.29508017629,0,199350.9434498048
-83096.2777662924,0,21044.014097106257
-71667.41614793948,0,31303.69264379791
88516.39278159957,0,192656.81003057104
-68262.37760765865,0,35878.20056602112
-86116.1172711552,0,18024.624225316784
-82687.4660100125,0,21443.835558544204
-64863.66996324863,0,39277.15622303809
26723.04758016712,0,130863.87319427425
-49533.37652032118,0,54607.438668971394
135646.43743538536,0,239787.25788733826
-87109.20591647446,0,17031.61375139306
2225884.8097951915,0,2330024.0224431455
-23815.328697001965,0,80325.37054667893
-44448.99477363404,0,59691.822920492436
-47169.29302823082,0,56971.5331780356
74756.20261024332,0,178896.6476524933
256593.49840250178,0,360733.2200264173
-76570.2538582825,0,27569.67510086907
-40423.331289163776,0,63717.49545664819
4811.406779075325,0,108951.09300812778
-57455.57731091891,0,46685.248280113025
132401.6464898916,0,236542.4730901912
-89669.92075283123,0,14470.90326410996
6204378.275388171,0,6308505.561706604
-44168.023521347925,0,59972.80195227774
-89110.46855394161,0,15030.358095661933
-41111.30869371863,0,63029.498586335525
192003.87629367647,0,296144.6991527287
-94047.62335174048,0,10093.203237906318
-94396.57348093676,0,9743.31623969734
47395.567272254,0,151516.37827071908
44477.240423187824,0,148618.04670615564
-20089.43276579549,0,84051.38993094345
-71029.48343111612,0,33109.55457994734
-62930.654299073474,0,41209.9440090926
-78125.825480222,0,26015.00100131707
261826.9373111721,0,365964.64777202904
-73451.63503838664,0,30689.17974575191
3050.165459144744,0,107190.8473081584
-47662.48434850192,0,56478.34016084777
-57107.137289860475,0,47033.58667588322
-75127.16048145997,0,29013.362015509854
-40846.375357793,0,63294.45136811286
-69152.28282855447,0,34988.54379729397
762222.4117960504,0,865970.2893824183
